tweet_id,user_id,conspiracy,Minimal Prompt,Degree-Based Prompt,Centrality-Based Prompt,Community and Neighbors-Based Prompt,Full-Feature Prompt,Chain-of-Thought Prompt
1218642506340012039,1148461260515741696,0,"ציוץ: ""חחחח""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""חחחח""
- מספר ריטווטים שהציוץ קיבל: 29.0
- מספר ריטווטים שהמשתמש ביצע: 15.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""חחחח""
- (betweenness) מרכזיות בין-צמתית: 0.0223
- (closeness) מרכזיות קרבה: 0.2649
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""חחחח""
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 19.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""חחחח""
- מספר ריטווטים שהציוץ קיבל: 29.0
- מספר ריטווטים שהמשתמש ביצע: 15.0
- (betweenness) מרכזיות בין-צמתית: 0.0223
- (closeness) מרכזיות קרבה: 0.2649
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 19.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""חחחח""
- מספר ריטווטים שהציוץ קיבל: 29.0
- מספר ריטווטים שהמשתמש ביצע: 15.0
- (betweenness) מרכזיות בין-צמתית: 0.0223
- (closeness) מרכזיות קרבה: 0.2649
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 19.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1234734742412632064,396015190,0,"ציוץ: ""לא הצבעת לשווער?""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לא הצבעת לשווער?""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 7.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לא הצבעת לשווער?""
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לא הצבעת לשווער?""
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לא הצבעת לשווער?""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 7.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לא הצבעת לשווער?""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 7.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1239684260476473345,150350815,0,"ציוץ: ""בארהב יש תמותה עודפת משמעותית, של 12% בממוצע. אגב, בפלורידה, בה לא היו כמעט סגרים והיא נפתחה לחלוטין בספטמבר, יש תמותה עודפת של 4%, למרות שהיא מדינה זקנה. עדיין זו תמותה בסדר גודל של שנת 2004, כך שזה חריג אבל לא בגדר 'מגיפה של פעם במאה שנים'.""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""בארהב יש תמותה עודפת משמעותית, של 12% בממוצע. אגב, בפלורידה, בה לא היו כמעט סגרים והיא נפתחה לחלוטין בספטמבר, יש תמותה עודפת של 4%, למרות שהיא מדינה זקנה. עדיין זו תמותה בסדר גודל של שנת 2004, כך שזה חריג אבל לא בגדר 'מגיפה של פעם במאה שנים'.""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 22.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""בארהב יש תמותה עודפת משמעותית, של 12% בממוצע. אגב, בפלורידה, בה לא היו כמעט סגרים והיא נפתחה לחלוטין בספטמבר, יש תמותה עודפת של 4%, למרות שהיא מדינה זקנה. עדיין זו תמותה בסדר גודל של שנת 2004, כך שזה חריג אבל לא בגדר 'מגיפה של פעם במאה שנים'.""
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""בארהב יש תמותה עודפת משמעותית, של 12% בממוצע. אגב, בפלורידה, בה לא היו כמעט סגרים והיא נפתחה לחלוטין בספטמבר, יש תמותה עודפת של 4%, למרות שהיא מדינה זקנה. עדיין זו תמותה בסדר גודל של שנת 2004, כך שזה חריג אבל לא בגדר 'מגיפה של פעם במאה שנים'.""
- גודל הקהילה: 19.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""בארהב יש תמותה עודפת משמעותית, של 12% בממוצע. אגב, בפלורידה, בה לא היו כמעט סגרים והיא נפתחה לחלוטין בספטמבר, יש תמותה עודפת של 4%, למרות שהיא מדינה זקנה. עדיין זו תמותה בסדר גודל של שנת 2004, כך שזה חריג אבל לא בגדר 'מגיפה של פעם במאה שנים'.""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 22.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
- גודל הקהילה: 19.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""בארהב יש תמותה עודפת משמעותית, של 12% בממוצע. אגב, בפלורידה, בה לא היו כמעט סגרים והיא נפתחה לחלוטין בספטמבר, יש תמותה עודפת של 4%, למרות שהיא מדינה זקנה. עדיין זו תמותה בסדר גודל של שנת 2004, כך שזה חריג אבל לא בגדר 'מגיפה של פעם במאה שנים'.""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 22.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
- גודל הקהילה: 19.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1243155227701886984,1148461260515741696,0,"ציוץ: ""1. אין סימטריה. 200 הרוגים בעזה 13 בישראל.  2. מה הקשר לפייק ניוז? אתה כנראה לא ממש מבין מה זה פייק ניוז? זה חדשות שקריות.  3. שום דבר לא מצדיק את המעשה שלו.  זה שמישהו אידיוט לא מצדיק לכולם להיות אידיוטים.  4. נראה אותך מסתדר בלי פועלי בניין, בלי רוקחים, רופאים.""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""1. אין סימטריה. 200 הרוגים בעזה 13 בישראל.  2. מה הקשר לפייק ניוז? אתה כנראה לא ממש מבין מה זה פייק ניוז? זה חדשות שקריות.  3. שום דבר לא מצדיק את המעשה שלו.  זה שמישהו אידיוט לא מצדיק לכולם להיות אידיוטים.  4. נראה אותך מסתדר בלי פועלי בניין, בלי רוקחים, רופאים.""
- מספר ריטווטים שהציוץ קיבל: 29.0
- מספר ריטווטים שהמשתמש ביצע: 15.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""1. אין סימטריה. 200 הרוגים בעזה 13 בישראל.  2. מה הקשר לפייק ניוז? אתה כנראה לא ממש מבין מה זה פייק ניוז? זה חדשות שקריות.  3. שום דבר לא מצדיק את המעשה שלו.  זה שמישהו אידיוט לא מצדיק לכולם להיות אידיוטים.  4. נראה אותך מסתדר בלי פועלי בניין, בלי רוקחים, רופאים.""
- (betweenness) מרכזיות בין-צמתית: 0.0223
- (closeness) מרכזיות קרבה: 0.2649
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""1. אין סימטריה. 200 הרוגים בעזה 13 בישראל.  2. מה הקשר לפייק ניוז? אתה כנראה לא ממש מבין מה זה פייק ניוז? זה חדשות שקריות.  3. שום דבר לא מצדיק את המעשה שלו.  זה שמישהו אידיוט לא מצדיק לכולם להיות אידיוטים.  4. נראה אותך מסתדר בלי פועלי בניין, בלי רוקחים, רופאים.""
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 19.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""1. אין סימטריה. 200 הרוגים בעזה 13 בישראל.  2. מה הקשר לפייק ניוז? אתה כנראה לא ממש מבין מה זה פייק ניוז? זה חדשות שקריות.  3. שום דבר לא מצדיק את המעשה שלו.  זה שמישהו אידיוט לא מצדיק לכולם להיות אידיוטים.  4. נראה אותך מסתדר בלי פועלי בניין, בלי רוקחים, רופאים.""
- מספר ריטווטים שהציוץ קיבל: 29.0
- מספר ריטווטים שהמשתמש ביצע: 15.0
- (betweenness) מרכזיות בין-צמתית: 0.0223
- (closeness) מרכזיות קרבה: 0.2649
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 19.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""1. אין סימטריה. 200 הרוגים בעזה 13 בישראל.  2. מה הקשר לפייק ניוז? אתה כנראה לא ממש מבין מה זה פייק ניוז? זה חדשות שקריות.  3. שום דבר לא מצדיק את המעשה שלו.  זה שמישהו אידיוט לא מצדיק לכולם להיות אידיוטים.  4. נראה אותך מסתדר בלי פועלי בניין, בלי רוקחים, רופאים.""
- מספר ריטווטים שהציוץ קיבל: 29.0
- מספר ריטווטים שהמשתמש ביצע: 15.0
- (betweenness) מרכזיות בין-צמתית: 0.0223
- (closeness) מרכזיות קרבה: 0.2649
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 19.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1259146633431875584,1241442924237389824,0,"ציוץ: ""העיקר לא הבוס שלך ואטורי""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""העיקר לא הבוס שלך ואטורי""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 2.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""העיקר לא הבוס שלך ואטורי""
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""העיקר לא הבוס שלך ואטורי""
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""העיקר לא הבוס שלך ואטורי""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 2.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""העיקר לא הבוס שלך ואטורי""
- מספר ריטווטים שהציוץ קיבל: 0.0
- מספר ריטווטים שהמשתמש ביצע: 2.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1259720439414362112,1047139584415621120,0,"ציוץ: ""לפחות שיגנה""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לפחות שיגנה""
- מספר ריטווטים שהציוץ קיבל: 1.0
- מספר ריטווטים שהמשתמש ביצע: 1.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לפחות שיגנה""
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לפחות שיגנה""
- גודל הקהילה: 1.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 1.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לפחות שיגנה""
- מספר ריטווטים שהציוץ קיבל: 1.0
- מספר ריטווטים שהמשתמש ביצע: 1.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
- גודל הקהילה: 1.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 1.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""לפחות שיגנה""
- מספר ריטווטים שהציוץ קיבל: 1.0
- מספר ריטווטים שהמשתמש ביצע: 1.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.0000
- גודל הקהילה: 1.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 1.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1264617725009301506,3035153498,1,"ציוץ: ""הם לא רק מאיימים הם כופים עליהם חיסונים, תו ירוק, העברת פרטיהם לרשויות המקומיות, והיד עוד נטויה, אתם רוצים להשתתף בניסוי זכותכם ואולי תזכו לפרס נובל על תרומתכם למדע אבל לא זכותכם לכפות עלי להשתתף גם""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הם לא רק מאיימים הם כופים עליהם חיסונים, תו ירוק, העברת פרטיהם לרשויות המקומיות, והיד עוד נטויה, אתם רוצים להשתתף בניסוי זכותכם ואולי תזכו לפרס נובל על תרומתכם למדע אבל לא זכותכם לכפות עלי להשתתף גם""
- מספר ריטווטים שהציוץ קיבל: 9.0
- מספר ריטווטים שהמשתמש ביצע: 6.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הם לא רק מאיימים הם כופים עליהם חיסונים, תו ירוק, העברת פרטיהם לרשויות המקומיות, והיד עוד נטויה, אתם רוצים להשתתף בניסוי זכותכם ואולי תזכו לפרס נובל על תרומתכם למדע אבל לא זכותכם לכפות עלי להשתתף גם""
- (betweenness) מרכזיות בין-צמתית: 0.0095
- (closeness) מרכזיות קרבה: 0.2262
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הם לא רק מאיימים הם כופים עליהם חיסונים, תו ירוק, העברת פרטיהם לרשויות המקומיות, והיד עוד נטויה, אתם רוצים להשתתף בניסוי זכותכם ואולי תזכו לפרס נובל על תרומתכם למדע אבל לא זכותכם לכפות עלי להשתתף גם""
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 2.0
- מספר השכנים הלא-קונספירטיביים: 7.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הם לא רק מאיימים הם כופים עליהם חיסונים, תו ירוק, העברת פרטיהם לרשויות המקומיות, והיד עוד נטויה, אתם רוצים להשתתף בניסוי זכותכם ואולי תזכו לפרס נובל על תרומתכם למדע אבל לא זכותכם לכפות עלי להשתתף גם""
- מספר ריטווטים שהציוץ קיבל: 9.0
- מספר ריטווטים שהמשתמש ביצע: 6.0
- (betweenness) מרכזיות בין-צמתית: 0.0095
- (closeness) מרכזיות קרבה: 0.2262
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 2.0
- מספר השכנים הלא-קונספירטיביים: 7.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הם לא רק מאיימים הם כופים עליהם חיסונים, תו ירוק, העברת פרטיהם לרשויות המקומיות, והיד עוד נטויה, אתם רוצים להשתתף בניסוי זכותכם ואולי תזכו לפרס נובל על תרומתכם למדע אבל לא זכותכם לכפות עלי להשתתף גם""
- מספר ריטווטים שהציוץ קיבל: 9.0
- מספר ריטווטים שהמשתמש ביצע: 6.0
- (betweenness) מרכזיות בין-צמתית: 0.0095
- (closeness) מרכזיות קרבה: 0.2262
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 2.0
- מספר השכנים הלא-קונספירטיביים: 7.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1275398215534329857,172648738,0,"ציוץ: ""אני יודע שקשה להאמין, אבל כן.""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""אני יודע שקשה להאמין, אבל כן.""
- מספר ריטווטים שהציוץ קיבל: 21.0
- מספר ריטווטים שהמשתמש ביצע: 20.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""אני יודע שקשה להאמין, אבל כן.""
- (betweenness) מרכזיות בין-צמתית: 0.0350
- (closeness) מרכזיות קרבה: 0.2201
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""אני יודע שקשה להאמין, אבל כן.""
- גודל הקהילה: 21.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 14.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""אני יודע שקשה להאמין, אבל כן.""
- מספר ריטווטים שהציוץ קיבל: 21.0
- מספר ריטווטים שהמשתמש ביצע: 20.0
- (betweenness) מרכזיות בין-צמתית: 0.0350
- (closeness) מרכזיות קרבה: 0.2201
- גודל הקהילה: 21.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 14.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""אני יודע שקשה להאמין, אבל כן.""
- מספר ריטווטים שהציוץ קיבל: 21.0
- מספר ריטווטים שהמשתמש ביצע: 20.0
- (betweenness) מרכזיות בין-צמתית: 0.0350
- (closeness) מרכזיות קרבה: 0.2201
- גודל הקהילה: 21.0 משתמשים
- מספר השכנים הקונספירטיביים: 7.0
- מספר השכנים הלא-קונספירטיביים: 14.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1280770533257351169,71991911,0,"ציוץ: ""הנה קצת רק מהקורונה:""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הנה קצת רק מהקורונה:""
- מספר ריטווטים שהציוץ קיבל: 1.0
- מספר ריטווטים שהמשתמש ביצע: 3.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הנה קצת רק מהקורונה:""
- (betweenness) מרכזיות בין-צמתית: 0.0002
- (closeness) מרכזיות קרבה: 0.0052
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הנה קצת רק מהקורונה:""
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 1.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הנה קצת רק מהקורונה:""
- מספר ריטווטים שהציוץ קיבל: 1.0
- מספר ריטווטים שהמשתמש ביצע: 3.0
- (betweenness) מרכזיות בין-צמתית: 0.0002
- (closeness) מרכזיות קרבה: 0.0052
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 1.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""הנה קצת רק מהקורונה:""
- מספר ריטווטים שהציוץ קיבל: 1.0
- מספר ריטווטים שהמשתמש ביצע: 3.0
- (betweenness) מרכזיות בין-צמתית: 0.0002
- (closeness) מרכזיות קרבה: 0.0052
- גודל הקהילה: 29.0 משתמשים
- מספר השכנים הקונספירטיביים: 1.0
- מספר השכנים הלא-קונספירטיביים: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
1291358742613721089,103400945,0,"ציוץ: ""וגם""
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""וגם""
- מספר ריטווטים שהציוץ קיבל: 5.0
- מספר ריטווטים שהמשתמש ביצע: 0.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""וגם""
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.2305
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""וגם""
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 5.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""וגם""
- מספר ריטווטים שהציוץ קיבל: 5.0
- מספר ריטווטים שהמשתמש ביצע: 0.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.2305
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 5.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? ענה כן/לא.""
","ציוץ: ""וגם""
- מספר ריטווטים שהציוץ קיבל: 5.0
- מספר ריטווטים שהמשתמש ביצע: 0.0
- (betweenness) מרכזיות בין-צמתית: 0.0000
- (closeness) מרכזיות קרבה: 0.2305
- גודל הקהילה: 33.0 משתמשים
- מספר השכנים הקונספירטיביים: 0.0
- מספר השכנים הלא-קונספירטיביים: 5.0
שאלה: ""האם הציוץ הוא תאוריית קונספירציה? הסבר מדוע שלב אחר שלב.""
"
