tweet_id,tweet_created_at,tweet_text,display_text_range,source,truncated,retweeted_status_created_at,retweeted_status_id,retweeted_user_id,retweeted_user_screen_name,in_reply_to_status_id,geo,coordinates,place,is_quote_status,hashtags,user_mentions,urls,media,possibly_sensitive,lang,user_id,user_name,user_screen_name,user_location,user_url,user_description,user_verified,user_followers_count,user_friends_count,user_statuses_count,user_favourites_count,user_created_at,user_profile_image_url,user_profile_banner_url,user_lang,filter_level,original_tweet_text,label,Does this text suggest the existence of a secret plot? (1/0),Does this text contradict established or official explanations? (1/0),Does this text rely on non-credible or unverified sources of information? Or use vague language? (1/0),Does this text promote distrust of mainstream institutions? (1/0),Does this text create an 'Us vs. Them' mentality? (1/0),Comments,file_name,file,conspiracy
1212802420088152064,Thu Jan 02 18:26:44 +0000 2020,פרסם/פרסמה הרגע תמונה https://t.co/r7otp9dtQ9,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,,,,,,,,,FALSE,,,https://www.instagram.com/p/B608jP1HKNM/?igshid=1ko16qcbgujcl,,FALSE,iw,1084859131465482240,"דר שני רופא, עורכת דין",IM4NfeFrJ5KkK67,ישראל,http://www.roffeh.com,"‏דיני משפחה, משפט מסחרי, מחשבים ואינטרנט - דמות ציבורית.",FALSE,22,64,139,137,Mon Jan 14 17:05:47 +0000 2019,http://pbs.twimg.com/profile_images/1085060786840616961/o6Y7XP45_normal.jpg,https://pbs.twimg.com/profile_banners/1084859131465482240/1562916176,,low,פרסם/פרסמה הרגע תמונה,0,0,0,0,0,0,0,batch5,https://docs.google.com/spreadsheets/d/1Hyn-0U_5f-eTE--Dxc-zOiqMibIC8wvY/edit?gid=2011073936#gid=2011073936,0
1214131830494027776,Mon Jan 06 10:29:20 +0000 2020,לא,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,1100416169758969859,עזריאל שחם,ShachamAzriel,ישראל,,פוליטיקה טכנולוגיה חברתי,FALSE,127,211,3855,8191,Tue Feb 26 15:23:54 +0000 2019,http://pbs.twimg.com/profile_images/1141435557517647872/eftz9OXR_normal.jpg,,,low,לא,0,0,0,0,0,0,0,batch6,https://docs.google.com/spreadsheets/d/15f-5zaXmgTsjhGOSGId2BPWXIB3MNlqO/edit?gid=28504439#gid=28504439,0
1214331896483794944,Mon Jan 06 23:44:19 +0000 2020,ענק,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,1067738719057252352,Eden Auerbach,EdenAuerbach1,Israel,,,FALSE,46,520,561,16562,Wed Nov 28 11:15:23 +0000 2018,http://pbs.twimg.com/profile_images/1067739855172640768/vGka2Sre_normal.jpg,https://pbs.twimg.com/profile_banners/1067738719057252352/1543405261,,low,ענק,0,0,0,0,0,0,0,batch7,https://docs.google.com/spreadsheets/d/1dejAiqDfkmx2ivljTJwGqbMPnb49YbTV/edit?gid=990174771#gid=990174771,0
1214908997289029632,Wed Jan 08 13:57:31 +0000 2020,והמגב לא ידע שהוא כזה...,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,1207343225868038145,Ramoty,ramotry,,,"שקועה (באהבה) עד צוואר באמנות,מתמוגגת מפאנצ׳ים,מכורה למכורתי האהובה שנרמסת ע״י מושחתיה..",FALSE,10,100,143,506,Wed Dec 18 16:55:07 +0000 2019,http://pbs.twimg.com/profile_images/1209491288233512961/MxsTDMMZ_normal.jpg,,,low,בחייך.. לא ידעתי שאני כזו..,0,0,0,0,0,0,0,batch7,https://docs.google.com/spreadsheets/d/1dejAiqDfkmx2ivljTJwGqbMPnb49YbTV/edit?gid=990174771#gid=990174771,0
1214910306700464128,Wed Jan 08 14:02:43 +0000 2020,מעניין,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,2877779527,mikele,mikele261,,,ההבדל היחיד ביני ובינכם הוא-שאני צודק,FALSE,1015,395,32495,32490,Sun Oct 26 03:52:58 +0000 2014,http://pbs.twimg.com/profile_images/1034541491841052678/gQ9oYH40_normal.jpg,https://pbs.twimg.com/profile_banners/2877779527/1536869958,,low,מעניין,0,0,0,0,0,0,0,batch7,https://docs.google.com/spreadsheets/d/1dejAiqDfkmx2ivljTJwGqbMPnb49YbTV/edit?gid=990174771#gid=990174771,0
1215717906778132480,Fri Jan 10 19:31:50 +0000 2020,אין מילים,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,1067738719057252352,Eden Auerbach,EdenAuerbach1,Israel,,,FALSE,48,522,574,16915,Wed Nov 28 11:15:23 +0000 2018,http://pbs.twimg.com/profile_images/1067739855172640768/vGka2Sre_normal.jpg,https://pbs.twimg.com/profile_banners/1067738719057252352/1543405261,,low,אין מילים,0,0,0,0,0,0,0,batch2(1),https://docs.google.com/spreadsheets/d/1rRkCdo3LdCPMyuZnONkQCo0aGqMd8RaNXLpnQI-376c/edit?gid=966514342#gid=966514342,0
1216587387997913088,Mon Jan 13 05:06:51 +0000 2020,כנראה,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,529725801,עמנואל שלמון,_3461837347733,ישראל,,,FALSE,316,246,2455,4194,Mon Mar 19 21:02:00 +0000 2012,http://pbs.twimg.com/profile_images/1152166161750138880/1_47dMuy_normal.png,,,low,כנראה ADE,0,0,0,0,0,0,0,batch7,https://docs.google.com/spreadsheets/d/1dejAiqDfkmx2ivljTJwGqbMPnb49YbTV/edit?gid=990174771#gid=990174771,0
1216626506186752000,Mon Jan 13 07:42:17 +0000 2020,נכון,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,1100416169758969859,עזריאל שחם,ShachamAzriel,ישראל,,פוליטיקה טכנולוגיה חברתי,FALSE,131,187,3956,8396,Tue Feb 26 15:23:54 +0000 2019,http://pbs.twimg.com/profile_images/1141435557517647872/eftz9OXR_normal.jpg,,,low,נכון,0,0,0,0,0,0,0,batch5,https://docs.google.com/spreadsheets/d/1Hyn-0U_5f-eTE--Dxc-zOiqMibIC8wvY/edit?gid=2011073936#gid=2011073936,0
1217165474162712577,Tue Jan 14 19:23:57 +0000 2020,מאוחר מדי,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,1100416169758969859,עזריאל שחם,ShachamAzriel,ישראל,,פוליטיקה טכנולוגיה חברתי,FALSE,130,188,4014,8514,Tue Feb 26 15:23:54 +0000 2019,http://pbs.twimg.com/profile_images/1141435557517647872/eftz9OXR_normal.jpg,,,low,נזכרת מאוחר מדי,0,0,0,0,0,0,0,batch8,https://docs.google.com/spreadsheets/d/18dzMV-Xcxm7YsNJE4rIYJoWPR6KkyNsz/edit?gid=1047836349#gid=1047836349,0
1217711172293660672,Thu Jan 16 07:32:22 +0000 2020,יפה,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,,,,,,,,,TRUE,,,,,FALSE,iw,1100416169758969859,עזריאל שחם,ShachamAzriel,ישראל,,פוליטיקה טכנולוגיה חברתי,FALSE,130,189,4044,8561,Tue Feb 26 15:23:54 +0000 2019,http://pbs.twimg.com/profile_images/1141435557517647872/eftz9OXR_normal.jpg,,,low,יפה,0,0,0,0,0,0,0,batch1,https://docs.google.com/spreadsheets/d/1bUJUIIQfNlVkRx2uW2onabk_dn0rH8Ns/edit?gid=1812794927#gid=1812794927,0
